"< Measurement Data Text Output >"
""
"Date/Time"	"@date()"	"ch.1"	"ch.2"	"ch.3"	"ch.4"	"ch.5"	"ch.6"	"ch.7"	"ch.8"
""	""	"°C"	"%RH"	"hPa"	""	""	""	""	""
"02/23/2023 14:30'32"	"44980.6045370370"	"  23.1000"	"  69.0000"	"  1016.6000"	""	""	""	""	""	
"02/23/2023 14:30'42"	"44980.6046527778"	"  23.1000"	"  69.0000"	"  1016.6000"	""	""	""	""	""	
"02/23/2023 14:30'52"	"44980.6047685185"	"  23.1000"	"  69.0000"	"  1016.6000"	""	""	""	""	""	
"02/23/2023 14:31'02"	"44980.6048842593"	"  23.1000"	"  69.0000"	"  1016.6000"	""	""	""	""	""	
"02/23/2023 14:31'12"	"44980.6050000000"	"  23.1000"	"  69.0000"	"  1016.6000"	""	""	""	""	""	
"02/23/2023 14:31'22"	"44980.6051157407"	"  23.1000"	"  69.0000"	"  1016.6000"	""	""	""	""	""	
"02/23/2023 14:31'32"	"44980.6052314815"	"  23.1000"	"  69.0000"	"  1016.6000"	""	""	""	""	""	
"02/23/2023 14:31'42"	"44980.6053472222"	"  23.1000"	"  69.0000"	"  1016.6000"	""	""	""	""	""	
"02/23/2023 14:31'52"	"44980.6054629630"	"  23.1000"	"  69.0000"	"  1016.6000"	""	""	""	""	""	
"02/23/2023 14:32'02"	"44980.6055787037"	"  23.1000"	"  69.0000"	"  1016.6000"	""	""	""	""	""	
"02/23/2023 14:32'12"	"44980.6056944444"	"  23.1000"	"  69.0000"	"  1016.6000"	""	""	""	""	""	
"02/23/2023 14:32'22"	"44980.6058101852"	"  23.1000"	"  69.0000"	"  1016.6000"	""	""	""	""	""	
"02/23/2023 14:32'32"	"44980.6059259259"	"  23.1000"	"  69.0000"	"  1016.6000"	""	""	""	""	""	
"02/23/2023 14:32'42"	"44980.6060416667"	"  23.1000"	"  69.0000"	"  1016.6000"	""	""	""	""	""	
"02/23/2023 14:32'52"	"44980.6061574074"	"  23.1000"	"  69.0000"	"  1016.6000"	""	""	""	""	""	
"02/23/2023 14:33'02"	"44980.6062731481"	"  23.1000"	"  69.0000"	"  1016.6000"	""	""	""	""	""	
"02/23/2023 14:33'12"	"44980.6063888889"	"  23.1000"	"  69.0000"	"  1016.6000"	""	""	""	""	""	
"02/23/2023 14:33'22"	"44980.6065046296"	"  23.1000"	"  69.0000"	"  1016.6000"	""	""	""	""	""	
"02/23/2023 14:33'32"	"44980.6066203704"	"  23.1000"	"  69.0000"	"  1016.6000"	""	""	""	""	""	
"02/23/2023 14:33'42"	"44980.6067361111"	"  23.1000"	"  69.0000"	"  1016.6000"	""	""	""	""	""	
"02/23/2023 14:33'52"	"44980.6068518519"	"  23.1000"	"  69.0000"	"  1016.6000"	""	""	""	""	""	
"02/23/2023 14:34'02"	"44980.6069675926"	"  23.1000"	"  68.0000"	"  1016.6000"	""	""	""	""	""	
"02/23/2023 14:34'12"	"44980.6070833333"	"  23.1000"	"  68.0000"	"  1016.6000"	""	""	""	""	""	
"02/23/2023 14:34'22"	"44980.6071990741"	"  23.1000"	"  68.0000"	"  1016.6000"	""	""	""	""	""	
"02/23/2023 14:34'32"	"44980.6073148148"	"  23.1000"	"  68.0000"	"  1016.6000"	""	""	""	""	""	
"02/23/2023 14:34'42"	"44980.6074305556"	"  23.1000"	"  68.0000"	"  1016.5000"	""	""	""	""	""	
"02/23/2023 14:34'52"	"44980.6075462963"	"  23.1000"	"  68.0000"	"  1016.6000"	""	""	""	""	""	
"02/23/2023 14:35'02"	"44980.6076620370"	"  23.1000"	"  68.0000"	"  1016.6000"	""	""	""	""	""	
"02/23/2023 14:35'12"	"44980.6077777778"	"  23.1000"	"  68.0000"	"  1016.5000"	""	""	""	""	""	
"02/23/2023 14:35'22"	"44980.6078935185"	"  23.1000"	"  68.0000"	"  1016.6000"	""	""	""	""	""	
"02/23/2023 14:35'32"	"44980.6080092593"	"  23.1000"	"  68.0000"	"  1016.5000"	""	""	""	""	""	
"02/23/2023 14:35'42"	"44980.6081250000"	"  23.1000"	"  68.0000"	"  1016.5000"	""	""	""	""	""	
"02/23/2023 14:35'52"	"44980.6082407407"	"  23.1000"	"  68.0000"	"  1016.5000"	""	""	""	""	""	
"02/23/2023 14:36'02"	"44980.6083564815"	"  23.1000"	"  68.0000"	"  1016.5000"	""	""	""	""	""	
"02/23/2023 14:36'12"	"44980.6084722222"	"  23.1000"	"  68.0000"	"  1016.5000"	""	""	""	""	""	
"02/23/2023 14:36'22"	"44980.6085879630"	"  23.1000"	"  68.0000"	"  1016.5000"	""	""	""	""	""	
"02/23/2023 14:36'32"	"44980.6087037037"	"  23.1000"	"  68.0000"	"  1016.5000"	""	""	""	""	""	
"02/23/2023 14:36'42"	"44980.6088194444"	"  23.1000"	"  68.0000"	"  1016.5000"	""	""	""	""	""	
"02/23/2023 14:36'52"	"44980.6089351852"	"  23.1000"	"  68.0000"	"  1016.5000"	""	""	""	""	""	
"02/23/2023 14:37'02"	"44980.6090509259"	"  23.1000"	"  68.0000"	"  1016.4000"	""	""	""	""	""	
"02/23/2023 14:37'12"	"44980.6091666667"	"  23.1000"	"  68.0000"	"  1016.4000"	""	""	""	""	""	
"02/23/2023 14:37'22"	"44980.6092824074"	"  23.1000"	"  68.0000"	"  1016.4000"	""	""	""	""	""	
"02/23/2023 14:37'32"	"44980.6093981481"	"  23.1000"	"  68.0000"	"  1016.4000"	""	""	""	""	""	
"02/23/2023 14:37'42"	"44980.6095138889"	"  23.1000"	"  68.0000"	"  1016.4000"	""	""	""	""	""	
"02/23/2023 14:37'52"	"44980.6096296296"	"  23.1000"	"  68.0000"	"  1016.4000"	""	""	""	""	""	
"02/23/2023 14:38'02"	"44980.6097453704"	"  23.1000"	"  68.0000"	"  1016.4000"	""	""	""	""	""	
"02/23/2023 14:38'12"	"44980.6098611111"	"  23.1000"	"  68.0000"	"  1016.4000"	""	""	""	""	""	
"02/23/2023 14:38'22"	"44980.6099768519"	"  23.1000"	"  68.0000"	"  1016.4000"	""	""	""	""	""	
"02/23/2023 14:38'32"	"44980.6100925926"	"  23.1000"	"  68.0000"	"  1016.4000"	""	""	""	""	""	
"02/23/2023 14:38'42"	"44980.6102083333"	"  23.1000"	"  68.0000"	"  1016.4000"	""	""	""	""	""	
"02/23/2023 14:38'52"	"44980.6103240741"	"  23.1000"	"  68.0000"	"  1016.4000"	""	""	""	""	""	
"02/23/2023 14:39'02"	"44980.6104398148"	"  23.1000"	"  68.0000"	"  1016.4000"	""	""	""	""	""	
"02/23/2023 14:39'12"	"44980.6105555556"	"  23.1000"	"  68.0000"	"  1016.5000"	""	""	""	""	""	
"02/23/2023 14:39'22"	"44980.6106712963"	"  23.1000"	"  68.0000"	"  1016.5000"	""	""	""	""	""	
"02/23/2023 14:39'32"	"44980.6107870370"	"  23.1000"	"  68.0000"	"  1016.4000"	""	""	""	""	""	
"02/23/2023 14:39'42"	"44980.6109027778"	"  23.1000"	"  68.0000"	"  1016.5000"	""	""	""	""	""	
"02/23/2023 14:39'52"	"44980.6110185185"	"  23.2000"	"  67.0000"	"  1016.4000"	""	""	""	""	""	
"02/23/2023 14:40'02"	"44980.6111342593"	"  23.1000"	"  68.0000"	"  1016.4000"	""	""	""	""	""	
"02/23/2023 14:40'12"	"44980.6112500000"	"  23.1000"	"  68.0000"	"  1016.4000"	""	""	""	""	""	
"02/23/2023 14:40'22"	"44980.6113657407"	"  23.2000"	"  67.0000"	"  1016.4000"	""	""	""	""	""	
"02/23/2023 14:40'32"	"44980.6114814815"	"  23.2000"	"  67.0000"	"  1016.5000"	""	""	""	""	""	
"02/23/2023 14:40'42"	"44980.6115972222"	"  23.2000"	"  67.0000"	"  1016.5000"	""	""	""	""	""	
"02/23/2023 14:40'52"	"44980.6117129630"	"  23.2000"	"  67.0000"	"  1016.5000"	""	""	""	""	""	
"02/23/2023 14:41'02"	"44980.6118287037"	"  23.2000"	"  67.0000"	"  1016.5000"	""	""	""	""	""	
"02/23/2023 14:41'12"	"44980.6119444444"	"  23.2000"	"  67.0000"	"  1016.5000"	""	""	""	""	""	
"02/23/2023 14:41'22"	"44980.6120601852"	"  23.2000"	"  67.0000"	"  1016.5000"	""	""	""	""	""	
"02/23/2023 14:41'32"	"44980.6121759259"	"  23.2000"	"  67.0000"	"  1016.5000"	""	""	""	""	""	
"02/23/2023 14:41'42"	"44980.6122916667"	"  23.2000"	"  67.0000"	"  1016.5000"	""	""	""	""	""	
"02/23/2023 14:41'52"	"44980.6124074074"	"  23.2000"	"  67.0000"	"  1016.4000"	""	""	""	""	""	
"02/23/2023 14:42'02"	"44980.6125231481"	"  23.2000"	"  67.0000"	"  1016.4000"	""	""	""	""	""	
"02/23/2023 14:42'12"	"44980.6126388889"	"  23.2000"	"  67.0000"	"  1016.4000"	""	""	""	""	""	
"02/23/2023 14:42'22"	"44980.6127546296"	"  23.2000"	"  67.0000"	"  1016.4000"	""	""	""	""	""	
"02/23/2023 14:42'32"	"44980.6128703704"	"  23.2000"	"  67.0000"	"  1016.5000"	""	""	""	""	""	
"02/23/2023 14:42'42"	"44980.6129861111"	"  23.2000"	"  67.0000"	"  1016.5000"	""	""	""	""	""	
"02/23/2023 14:42'52"	"44980.6131018519"	"  23.2000"	"  67.0000"	"  1016.4000"	""	""	""	""	""	
"02/23/2023 14:43'02"	"44980.6132175926"	"  23.2000"	"  67.0000"	"  1016.4000"	""	""	""	""	""	
"02/23/2023 14:43'12"	"44980.6133333333"	"  23.2000"	"  68.0000"	"  1016.4000"	""	""	""	""	""	
"02/23/2023 14:43'22"	"44980.6134490741"	"  23.2000"	"  67.0000"	"  1016.4000"	""	""	""	""	""	
"02/23/2023 14:43'32"	"44980.6135648148"	"  23.2000"	"  67.0000"	"  1016.4000"	""	""	""	""	""	
"02/23/2023 14:43'42"	"44980.6136805556"	"  23.2000"	"  67.0000"	"  1016.4000"	""	""	""	""	""	
"02/23/2023 14:43'52"	"44980.6137962963"	"  23.2000"	"  67.0000"	"  1016.4000"	""	""	""	""	""	
"02/23/2023 14:44'02"	"44980.6139120370"	"  23.2000"	"  67.0000"	"  1016.4000"	""	""	""	""	""	
"02/23/2023 14:44'12"	"44980.6140277778"	"  23.2000"	"  67.0000"	"  1016.4000"	""	""	""	""	""	
"02/23/2023 14:44'22"	"44980.6141435185"	"  23.2000"	"  67.0000"	"  1016.4000"	""	""	""	""	""	
"02/23/2023 14:44'32"	"44980.6142592593"	"  23.2000"	"  67.0000"	"  1016.4000"	""	""	""	""	""	
"02/23/2023 14:44'42"	"44980.6143750000"	"  23.2000"	"  67.0000"	"  1016.4000"	""	""	""	""	""	
"02/23/2023 14:44'52"	"44980.6144907407"	"  23.2000"	"  67.0000"	"  1016.4000"	""	""	""	""	""	
"02/23/2023 14:45'02"	"44980.6146064815"	"  23.2000"	"  67.0000"	"  1016.4000"	""	""	""	""	""	
"02/23/2023 14:45'12"	"44980.6147222222"	"  23.2000"	"  67.0000"	"  1016.4000"	""	""	""	""	""	
"02/23/2023 14:45'22"	"44980.6148379630"	"  23.2000"	"  67.0000"	"  1016.4000"	""	""	""	""	""	
"02/23/2023 14:45'32"	"44980.6149537037"	"  23.2000"	"  67.0000"	"  1016.4000"	""	""	""	""	""	
"02/23/2023 14:45'42"	"44980.6150694444"	"  23.2000"	"  67.0000"	"  1016.4000"	""	""	""	""	""	
"02/23/2023 14:45'52"	"44980.6151851852"	"  23.2000"	"  67.0000"	"  1016.4000"	""	""	""	""	""	
"02/23/2023 14:46'02"	"44980.6153009259"	"  23.2000"	"  67.0000"	"  1016.4000"	""	""	""	""	""	
"02/23/2023 14:46'12"	"44980.6154166667"	"  23.2000"	"  67.0000"	"  1016.4000"	""	""	""	""	""	
"02/23/2023 14:46'22"	"44980.6155324074"	"  23.2000"	"  67.0000"	"  1016.4000"	""	""	""	""	""	
"02/23/2023 14:46'32"	"44980.6156481481"	"  23.2000"	"  67.0000"	"  1016.4000"	""	""	""	""	""	
"02/23/2023 14:46'42"	"44980.6157638889"	"  23.2000"	"  67.0000"	"  1016.4000"	""	""	""	""	""	
"02/23/2023 14:46'52"	"44980.6158796296"	"  23.2000"	"  67.0000"	"  1016.4000"	""	""	""	""	""	
"02/23/2023 14:47'02"	"44980.6159953704"	"  23.2000"	"  67.0000"	"  1016.4000"	""	""	""	""	""	
"02/23/2023 14:47'12"	"44980.6161111111"	"  23.2000"	"  67.0000"	"  1016.4000"	""	""	""	""	""	
"02/23/2023 14:47'22"	"44980.6162268519"	"  23.2000"	"  67.0000"	"  1016.4000"	""	""	""	""	""	
"02/23/2023 14:47'32"	"44980.6163425926"	"  23.2000"	"  67.0000"	"  1016.3000"	""	""	""	""	""	
"02/23/2023 14:47'42"	"44980.6164583333"	"  23.2000"	"  67.0000"	"  1016.3000"	""	""	""	""	""	
"02/23/2023 14:47'52"	"44980.6165740741"	"  23.2000"	"  67.0000"	"  1016.3000"	""	""	""	""	""	
"02/23/2023 14:48'02"	"44980.6166898148"	"  23.2000"	"  67.0000"	"  1016.3000"	""	""	""	""	""	
"02/23/2023 14:48'12"	"44980.6168055556"	"  23.2000"	"  67.0000"	"  1016.3000"	""	""	""	""	""	
"02/23/2023 14:48'22"	"44980.6169212963"	"  23.2000"	"  67.0000"	"  1016.3000"	""	""	""	""	""	
"02/23/2023 14:48'32"	"44980.6170370370"	"  23.2000"	"  67.0000"	"  1016.3000"	""	""	""	""	""	
"02/23/2023 14:48'42"	"44980.6171527778"	"  23.2000"	"  67.0000"	"  1016.4000"	""	""	""	""	""	
"02/23/2023 14:48'52"	"44980.6172685185"	"  23.2000"	"  67.0000"	"  1016.3000"	""	""	""	""	""	
"02/23/2023 14:49'02"	"44980.6173842593"	"  23.2000"	"  67.0000"	"  1016.3000"	""	""	""	""	""	
"02/23/2023 14:49'12"	"44980.6175000000"	"  23.2000"	"  67.0000"	"  1016.3000"	""	""	""	""	""	
"02/23/2023 14:49'22"	"44980.6176157407"	"  23.2000"	"  67.0000"	"  1016.3000"	""	""	""	""	""	
"02/23/2023 14:49'32"	"44980.6177314815"	"  23.2000"	"  67.0000"	"  1016.3000"	""	""	""	""	""	
"02/23/2023 14:49'42"	"44980.6178472222"	"  23.2000"	"  67.0000"	"  1016.3000"	""	""	""	""	""	
"02/23/2023 14:49'52"	"44980.6179629630"	"  23.2000"	"  67.0000"	"  1016.3000"	""	""	""	""	""	
"02/23/2023 14:50'02"	"44980.6180787037"	"  23.2000"	"  67.0000"	"  1016.3000"	""	""	""	""	""	
"02/23/2023 14:50'12"	"44980.6181944444"	"  23.2000"	"  67.0000"	"  1016.4000"	""	""	""	""	""	
"02/23/2023 14:50'22"	"44980.6183101852"	"  23.2000"	"  67.0000"	"  1016.3000"	""	""	""	""	""	
"02/23/2023 14:50'32"	"44980.6184259259"	"  23.2000"	"  67.0000"	"  1016.3000"	""	""	""	""	""	
"02/23/2023 14:50'42"	"44980.6185416667"	"  23.2000"	"  67.0000"	"  1016.4000"	""	""	""	""	""	
"02/23/2023 14:50'52"	"44980.6186574074"	"  23.2000"	"  67.0000"	"  1016.4000"	""	""	""	""	""	
"02/23/2023 14:51'02"	"44980.6187731481"	"  23.2000"	"  67.0000"	"  1016.4000"	""	""	""	""	""	
"02/23/2023 14:51'12"	"44980.6188888889"	"  23.2000"	"  67.0000"	"  1016.4000"	""	""	""	""	""	
"02/23/2023 14:51'22"	"44980.6190046296"	"  23.2000"	"  67.0000"	"  1016.4000"	""	""	""	""	""	
"02/23/2023 14:51'32"	"44980.6191203704"	"  23.2000"	"  67.0000"	"  1016.4000"	""	""	""	""	""	
"02/23/2023 14:51'42"	"44980.6192361111"	"  23.2000"	"  67.0000"	"  1016.4000"	""	""	""	""	""	
"02/23/2023 14:51'52"	"44980.6193518519"	"  23.2000"	"  67.0000"	"  1016.4000"	""	""	""	""	""	
"02/23/2023 14:52'02"	"44980.6194675926"	"  23.2000"	"  67.0000"	"  1016.4000"	""	""	""	""	""	
"02/23/2023 14:52'12"	"44980.6195833333"	"  23.2000"	"  67.0000"	"  1016.4000"	""	""	""	""	""	
"02/23/2023 14:52'22"	"44980.6196990741"	"  23.2000"	"  67.0000"	"  1016.4000"	""	""	""	""	""	
"02/23/2023 14:52'32"	"44980.6198148148"	"  23.2000"	"  67.0000"	"  1016.4000"	""	""	""	""	""	
"02/23/2023 14:52'42"	"44980.6199305556"	"  23.2000"	"  67.0000"	"  1016.4000"	""	""	""	""	""	
"02/23/2023 14:52'52"	"44980.6200462963"	"  23.2000"	"  67.0000"	"  1016.4000"	""	""	""	""	""	
"02/23/2023 14:53'02"	"44980.6201620370"	"  23.2000"	"  67.0000"	"  1016.4000"	""	""	""	""	""	
"02/23/2023 14:53'12"	"44980.6202777778"	"  23.2000"	"  67.0000"	"  1016.4000"	""	""	""	""	""	
"02/23/2023 14:53'22"	"44980.6203935185"	"  23.2000"	"  67.0000"	"  1016.4000"	""	""	""	""	""	
"02/23/2023 14:53'32"	"44980.6205092593"	"  23.2000"	"  67.0000"	"  1016.4000"	""	""	""	""	""	
"02/23/2023 14:53'42"	"44980.6206250000"	"  23.2000"	"  67.0000"	"  1016.5000"	""	""	""	""	""	
"02/23/2023 14:53'52"	"44980.6207407407"	"  23.2000"	"  67.0000"	"  1016.5000"	""	""	""	""	""	
"02/23/2023 14:54'02"	"44980.6208564815"	"  23.2000"	"  67.0000"	"  1016.5000"	""	""	""	""	""	
"02/23/2023 14:54'12"	"44980.6209722222"	"  23.2000"	"  67.0000"	"  1016.5000"	""	""	""	""	""	
"02/23/2023 14:54'22"	"44980.6210879630"	"  23.2000"	"  67.0000"	"  1016.5000"	""	""	""	""	""	
"02/23/2023 14:54'32"	"44980.6212037037"	"  23.2000"	"  67.0000"	"  1016.5000"	""	""	""	""	""	
"02/23/2023 14:54'42"	"44980.6213194444"	"  23.2000"	"  67.0000"	"  1016.4000"	""	""	""	""	""	
"02/23/2023 14:54'52"	"44980.6214351852"	"  23.2000"	"  67.0000"	"  1016.4000"	""	""	""	""	""	
"02/23/2023 14:55'02"	"44980.6215509259"	"  23.2000"	"  67.0000"	"  1016.4000"	""	""	""	""	""	
"02/23/2023 14:55'12"	"44980.6216666667"	"  23.2000"	"  67.0000"	"  1016.4000"	""	""	""	""	""	
"02/23/2023 14:55'22"	"44980.6217824074"	"  23.2000"	"  67.0000"	"  1016.4000"	""	""	""	""	""	
"02/23/2023 14:55'32"	"44980.6218981481"	"  23.2000"	"  67.0000"	"  1016.4000"	""	""	""	""	""	
"02/23/2023 14:55'42"	"44980.6220138889"	"  23.2000"	"  67.0000"	"  1016.3000"	""	""	""	""	""	
"02/23/2023 14:55'52"	"44980.6221296296"	"  23.2000"	"  68.0000"	"  1016.3000"	""	""	""	""	""	
"02/23/2023 14:56'02"	"44980.6222453704"	"  23.2000"	"  68.0000"	"  1016.3000"	""	""	""	""	""	
"02/23/2023 14:56'12"	"44980.6223611111"	"  23.3000"	"  68.0000"	"  1016.3000"	""	""	""	""	""	
"02/23/2023 14:56'22"	"44980.6224768519"	"  23.3000"	"  69.0000"	"  1016.3000"	""	""	""	""	""	
"02/23/2023 14:56'32"	"44980.6225925926"	"  23.3000"	"  69.0000"	"  1016.3000"	""	""	""	""	""	
"02/23/2023 14:56'42"	"44980.6227083333"	"  23.3000"	"  69.0000"	"  1016.4000"	""	""	""	""	""	
"02/23/2023 14:56'52"	"44980.6228240741"	"  23.4000"	"  68.0000"	"  1016.3000"	""	""	""	""	""	
"02/23/2023 14:57'02"	"44980.6229398148"	"  23.4000"	"  68.0000"	"  1016.3000"	""	""	""	""	""	
"02/23/2023 14:57'12"	"44980.6230555556"	"  23.4000"	"  68.0000"	"  1016.3000"	""	""	""	""	""	
"02/23/2023 14:57'22"	"44980.6231712963"	"  23.4000"	"  68.0000"	"  1016.3000"	""	""	""	""	""	
"02/23/2023 14:57'32"	"44980.6232870370"	"  23.4000"	"  68.0000"	"  1016.3000"	""	""	""	""	""	
"02/23/2023 14:57'42"	"44980.6234027778"	"  23.4000"	"  68.0000"	"  1016.3000"	""	""	""	""	""	
"02/23/2023 14:57'52"	"44980.6235185185"	"  23.4000"	"  68.0000"	"  1016.3000"	""	""	""	""	""	
"02/23/2023 14:58'02"	"44980.6236342593"	"  23.4000"	"  68.0000"	"  1016.3000"	""	""	""	""	""	
"02/23/2023 14:58'12"	"44980.6237500000"	"  23.4000"	"  68.0000"	"  1016.4000"	""	""	""	""	""	
"02/23/2023 14:58'22"	"44980.6238657407"	"  23.4000"	"  68.0000"	"  1016.4000"	""	""	""	""	""	
"02/23/2023 14:58'32"	"44980.6239814815"	"  23.4000"	"  68.0000"	"  1016.4000"	""	""	""	""	""	
"02/23/2023 14:58'42"	"44980.6240972222"	"  23.4000"	"  68.0000"	"  1016.4000"	""	""	""	""	""	
"02/23/2023 14:58'52"	"44980.6242129630"	"  23.4000"	"  68.0000"	"  1016.3000"	""	""	""	""	""	
"02/23/2023 14:59'02"	"44980.6243287037"	"  23.4000"	"  68.0000"	"  1016.3000"	""	""	""	""	""	
"02/23/2023 14:59'12"	"44980.6244444444"	"  23.4000"	"  68.0000"	"  1016.3000"	""	""	""	""	""	
"02/23/2023 14:59'22"	"44980.6245601852"	"  23.4000"	"  67.0000"	"  1016.3000"	""	""	""	""	""	
"02/23/2023 14:59'32"	"44980.6246759259"	"  23.4000"	"  67.0000"	"  1016.3000"	""	""	""	""	""	
"02/23/2023 14:59'42"	"44980.6247916667"	"  23.4000"	"  67.0000"	"  1016.3000"	""	""	""	""	""	
"02/23/2023 14:59'52"	"44980.6249074074"	"  23.4000"	"  67.0000"	"  1016.3000"	""	""	""	""	""	
"02/23/2023 15:00'02"	"44980.6250231481"	"  23.4000"	"  67.0000"	"  1016.3000"	""	""	""	""	""	
"02/23/2023 15:00'12"	"44980.6251388889"	"  23.4000"	"  67.0000"	"  1016.3000"	""	""	""	""	""	
"02/23/2023 15:00'22"	"44980.6252546296"	"  23.3000"	"  68.0000"	"  1016.3000"	""	""	""	""	""	
"02/23/2023 15:00'32"	"44980.6253703704"	"  23.3000"	"  67.0000"	"  1016.3000"	""	""	""	""	""	
"02/23/2023 15:00'42"	"44980.6254861111"	"  23.3000"	"  67.0000"	"  1016.3000"	""	""	""	""	""	
"02/23/2023 15:00'52"	"44980.6256018519"	"  23.3000"	"  67.0000"	"  1016.3000"	""	""	""	""	""	
"02/23/2023 15:01'02"	"44980.6257175926"	"  23.3000"	"  67.0000"	"  1016.3000"	""	""	""	""	""	
"02/23/2023 15:01'12"	"44980.6258333333"	"  23.3000"	"  67.0000"	"  1016.3000"	""	""	""	""	""	
"02/23/2023 15:01'22"	"44980.6259490741"	"  23.3000"	"  67.0000"	"  1016.3000"	""	""	""	""	""	
"02/23/2023 15:01'32"	"44980.6260648148"	"  23.3000"	"  67.0000"	"  1016.3000"	""	""	""	""	""	
"02/23/2023 15:01'42"	"44980.6261805556"	"  23.3000"	"  67.0000"	"  1016.3000"	""	""	""	""	""	
"02/23/2023 15:01'52"	"44980.6262962963"	"  23.3000"	"  67.0000"	"  1016.3000"	""	""	""	""	""	
"02/23/2023 15:02'02"	"44980.6264120370"	"  23.3000"	"  67.0000"	"  1016.3000"	""	""	""	""	""	
"02/23/2023 15:02'12"	"44980.6265277778"	"  23.3000"	"  67.0000"	"  1016.3000"	""	""	""	""	""	
"02/23/2023 15:02'22"	"44980.6266435185"	"  23.3000"	"  67.0000"	"  1016.2000"	""	""	""	""	""	
"02/23/2023 15:02'32"	"44980.6267592593"	"  23.3000"	"  67.0000"	"  1016.2000"	""	""	""	""	""	
"02/23/2023 15:02'42"	"44980.6268750000"	"  23.3000"	"  67.0000"	"  1016.2000"	""	""	""	""	""	
"02/23/2023 15:02'52"	"44980.6269907407"	"  23.3000"	"  67.0000"	"  1016.2000"	""	""	""	""	""	
"02/23/2023 15:03'02"	"44980.6271064815"	"  23.3000"	"  67.0000"	"  1016.2000"	""	""	""	""	""	
"02/23/2023 15:03'12"	"44980.6272222222"	"  23.3000"	"  67.0000"	"  1016.2000"	""	""	""	""	""	
"02/23/2023 15:03'22"	"44980.6273379630"	"  23.3000"	"  67.0000"	"  1016.2000"	""	""	""	""	""	
"02/23/2023 15:03'32"	"44980.6274537037"	"  23.3000"	"  67.0000"	"  1016.3000"	""	""	""	""	""	
"02/23/2023 15:03'42"	"44980.6275694444"	"  23.3000"	"  67.0000"	"  1016.3000"	""	""	""	""	""	
"02/23/2023 15:03'52"	"44980.6276851852"	"  23.2000"	"  67.0000"	"  1016.3000"	""	""	""	""	""	
"02/23/2023 15:04'02"	"44980.6278009259"	"  23.2000"	"  67.0000"	"  1016.3000"	""	""	""	""	""	
"02/23/2023 15:04'12"	"44980.6279166667"	"  23.2000"	"  67.0000"	"  1016.3000"	""	""	""	""	""	
"02/23/2023 15:04'22"	"44980.6280324074"	"  23.2000"	"  67.0000"	"  1016.3000"	""	""	""	""	""	
"02/23/2023 15:04'32"	"44980.6281481481"	"  23.2000"	"  67.0000"	"  1016.3000"	""	""	""	""	""	
"02/23/2023 15:04'42"	"44980.6282638889"	"  23.2000"	"  67.0000"	"  1016.3000"	""	""	""	""	""	
"02/23/2023 15:04'52"	"44980.6283796296"	"  23.2000"	"  67.0000"	"  1016.3000"	""	""	""	""	""	
"02/23/2023 15:05'02"	"44980.6284953704"	"  23.2000"	"  67.0000"	"  1016.3000"	""	""	""	""	""	
"02/23/2023 15:05'12"	"44980.6286111111"	"  23.2000"	"  67.0000"	"  1016.2000"	""	""	""	""	""	
"02/23/2023 15:05'22"	"44980.6287268519"	"  23.2000"	"  67.0000"	"  1016.2000"	""	""	""	""	""	
"02/23/2023 15:05'32"	"44980.6288425926"	"  23.2000"	"  67.0000"	"  1016.3000"	""	""	""	""	""	
"02/23/2023 15:05'42"	"44980.6289583333"	"  23.2000"	"  67.0000"	"  1016.3000"	""	""	""	""	""	
"02/23/2023 15:05'52"	"44980.6290740741"	"  23.2000"	"  67.0000"	"  1016.3000"	""	""	""	""	""	
"02/23/2023 15:06'02"	"44980.6291898148"	"  23.2000"	"  67.0000"	"  1016.2000"	""	""	""	""	""	
"02/23/2023 15:06'12"	"44980.6293055556"	"  23.2000"	"  67.0000"	"  1016.2000"	""	""	""	""	""	
"02/23/2023 15:06'22"	"44980.6294212963"	"  23.2000"	"  67.0000"	"  1016.2000"	""	""	""	""	""	
"02/23/2023 15:06'32"	"44980.6295370370"	"  23.2000"	"  67.0000"	"  1016.2000"	""	""	""	""	""	
"02/23/2023 15:06'42"	"44980.6296527778"	"  23.2000"	"  67.0000"	"  1016.2000"	""	""	""	""	""	
"02/23/2023 15:06'52"	"44980.6297685185"	"  23.2000"	"  67.0000"	"  1016.2000"	""	""	""	""	""	
"02/23/2023 15:07'02"	"44980.6298842593"	"  23.2000"	"  67.0000"	"  1016.2000"	""	""	""	""	""	
"02/23/2023 15:07'12"	"44980.6300000000"	"  23.2000"	"  67.0000"	"  1016.2000"	""	""	""	""	""	
"02/23/2023 15:07'22"	"44980.6301157407"	"  23.2000"	"  67.0000"	"  1016.2000"	""	""	""	""	""	
"02/23/2023 15:07'32"	"44980.6302314815"	"  23.2000"	"  67.0000"	"  1016.2000"	""	""	""	""	""	
"02/23/2023 15:07'42"	"44980.6303472222"	"  23.2000"	"  67.0000"	"  1016.3000"	""	""	""	""	""	
"02/23/2023 15:07'52"	"44980.6304629630"	"  23.2000"	"  67.0000"	"  1016.3000"	""	""	""	""	""	
"02/23/2023 15:08'02"	"44980.6305787037"	"  23.2000"	"  67.0000"	"  1016.3000"	""	""	""	""	""	
"02/23/2023 15:08'12"	"44980.6306944444"	"  23.2000"	"  67.0000"	"  1016.3000"	""	""	""	""	""	
